"Species"	"Isolation_Source"
"DTU074 sp001513505"	"other"
"DTU074 sp002385885"	"other"
"DTU078 sp002385415"	"other"
"DTU078 sp002397345"	"other"
"DTU078 sp012840355"	"other"
"DTU080 sp001513395"	"other"
"DTU083 sp001512915"	"other"
"DTU083 sp012838915"	"other"
"DTU084 sp001512905"	"other"
"DTU086 sp001513335"	"other"
"DTU087 sp001513495"	"other"
"DTU087 sp012727675"	"other"
"DTU087 sp012735435"	"other"
"DTU087 sp012839845"	"other"
"DTU089 sp001513045"	"other"
"DTU089 sp002069015"	"other"
"DTU089 sp002440045"	"other"
"DTU089 sp012511005"	"other"
"DTU089 sp015065785"	"other"
"DTU089 sp015065845"	"other"
"DTU089 sp015066225"	"other"
"DTU089 sp015066325"	"other"
"DTU089 sp015066345"	"other"
"DTU089 sp015066465"	"other"
"DTU089 sp017380615"	"other"
"DTU089 sp017436285"	"other"
"DTU089 sp017437165"	"other"
"DTU089 sp017461235"	"other"
"DTU089 sp017501865"	"other"
"DTU089 sp017521425"	"other"
"DTU089 sp017550105"	"other"
"DTU089 sp017621885"	"other"
"DTU089 sp017626295"	"other"
"DTU089 sp017631355"	"other"
"DTU089 sp017937865"	"other"
"DTU089 sp902796315"	"other"
"DTU089 sp904501675"	"other"
"DTU098 sp001512635"	"other"
"DTU098 sp002305915"	"other"
"DTU098 sp002408725"	"other"
"DTVJ01 sp012963565"	"other"
"DTXE01 sp012962595"	"other"
"DTYH01 sp012961955"	"other"
"DTYK01 sp012961925"	"other"
"DTYO01 sp012961845"	"other"
"DTZC01 sp012961565"	"other"
"DTZQ01 sp012961305"	"other"
"DUAG01 sp012960925"	"other"
"DUAL01 sp014381465"	"other"
"DUCF01 sp012959965"	"other"
"DUCM01 sp012959785"	"other"
"DUEF01 sp011176555"	"other"
"DUEH01 sp011192195"	"other"
"DUEL01 sp011192125"	"other"
"DUEN01 sp011176545"	"other"
"DUEN01 sp013152435"	"other"
"DUEP01 sp011176535"	"other"
"DUES01 sp011192055"	"other"
"DUES01 sp016783135"	"other"
"DUEZ01 sp011174845"	"other"
"DULF01 sp012840535"	"other"
"DULI01 sp012840445"	"other"
"DULK01 sp012840385"	"other"
"DULK01 sp902812385"	"other"
"DULK01 sp902812435"	"other"
"DULL01 sp012840395"	"other"
"DULO01 sp012840345"	"other"
"DULU01 sp012840225"	"other"
"DULV01 sp012840505"	"other"
"DULZ01 sp012840125"	"other"
"DUMB01 sp012840085"	"other"
"DUMC01 sp012840075"	"other"
"DUMD01 sp012840065"	"other"
"DUMF01 sp012840015"	"other"
"DUMJ01 sp012839925"	"other"
"DUMJ01 sp014360335"	"other"
"DUML01 sp012839895"	"other"
"DUMO01 sp012839865"	"other"
"DUMP01 sp012839755"	"other"
"DUMS01 sp012839745"	"other"
"DUMU01 sp012839805"	"other"
"DUMU01 sp014896315"	"other"
"DUMW01 sp012839765"	"other"
"DUNF01 sp012838635"	"other"
"DUNF01 sp012839485"	"other"
"DUNI01 sp012799605"	"other"
"DUNI01 sp012837285"	"other"
"DUNI01 sp012839445"	"other"
"DUNJ01 sp012518745"	"other"
"DUNJ01 sp012518955"	"other"
"DUNJ01 sp012839395"	"other"
"DUNV01 sp012728375"	"other"
"DUNV01 sp012839215"	"other"
"DUNV01 sp016841605"	"other"
"DUNY01 sp012839145"	"other"
"DUOA01 sp012839095"	"other"
"DUOC01 sp012839065"	"other"
"DUOD01 sp012838995"	"other"
"DUOF01 sp012839015"	"other"
"DUOG01 sp012838945"	"other"
"DUOH01 sp012838955"	"other"
"DUOJ01 sp012838895"	"other"
"DUOL01 sp012838875"	"other"
"DUOS01 sp002070025"	"other"
"DUOS01 sp012838745"	"other"
"DUOT01 sp012838705"	"other"
"DUOU01 sp012838685"	"other"
"DUOV01 sp012838615"	"other"
"DUOX01 sp012838665"	"other"
"DUOZ01 sp012838555"	"other"
"DUPA01 sp012838515"	"other"
"DUPG01 sp012511925"	"other"
"DUPG01 sp012838425"	"other"
"DUPH01 sp012838435"	"other"
"DUPH01 sp017999015"	"other"
"DUPI01 sp012521575"	"other"
"DUPI01 sp012838395"	"other"
"DUPJ01 sp012837885"	"other"
"DUPJ01 sp012838355"	"other"
"DUPK01 sp012520395"	"other"
"DUPK01 sp012838345"	"other"
"DUPL01 sp012522035"	"other"
"DUPL01 sp012838385"	"other"
"DUPM01 sp012718915"	"other"
"DUPM01 sp012838315"	"other"
"DUPP01 sp012838265"	"other"
"DUPQ01 sp002070475"	"other"
"DUPQ01 sp012729955"	"other"
"DUPQ01 sp012838235"	"other"
"DUPT01 sp012799095"	"other"
"DUPT01 sp012838225"	"other"
"DUPU01 sp012838175"	"other"
"DUPX01 sp012838085"	"other"
"DUPY01 sp012838065"	"other"
"DUQB01 sp012838035"	"other"
"DUQP01 sp012837735"	"other"
"DUQU01 sp012837645"	"other"
"DUQW01 sp012515785"	"other"
"DUQW01 sp012520715"	"other"
"DUQW01 sp012837585"	"other"
"DUQX01 sp012520035"	"other"
"DUQX01 sp012837615"	"other"
"DURK01 sp012837325"	"other"
"DUSB01 sp012840625"	"other"
"DUSC01 sp008933895"	"other"
"DUSC01 sp012842935"	"other"
"DUSC01 sp016756615"	"other"
"DUSG01 sp012521375"	"other"
"DUSG01 sp012842725"	"other"
"DUSN01 sp012842605"	"other"
"DUSO01 sp012842565"	"other"
"DUSP01 sp012842575"	"other"
"DUSS01 sp012842495"	"other"
"DUSS01 sp014896535"	"other"
"DUTQ01 sp012841995"	"other"
"DUTS01 sp012841935"	"other"
"DUTS01 sp012842035"	"other"
"DUUE01 sp012521345"	"other"
"DUUE01 sp012522075"	"other"
"DUUE01 sp012841735"	"other"
"DUUG01 sp012841675"	"other"
"DUUI01 sp012728555"	"other"
"DUUL01 sp012841575"	"other"
"DUUS01 sp012520055"	"other"
"DUUS01 sp012841465"	"other"
"DUVF01 sp012841165"	"other"
"DUVM01 sp012520095"	"other"
"DUVM01 sp012841045"	"other"
"DUVQ01 sp012840965"	"other"
"DUVT01 sp012840905"	"other"
"DUVY01 sp012512255"	"other"
"DUVY01 sp012840805"	"other"
"DUWA01 sp012840755"	"other"
"DUZI01 sp013349595"	"other"
"DUZN01 sp013349485"	"other"
"DUZU01 sp013349285"	"other"
"DVEB01 sp015295905"	"other"
"DVED01 sp003695795"	"other"
"DVEF01 sp015295805"	"other"
"DVEG01 sp015295835"	"other"
"DXHG01 sp019113455"	"other"
"DXJG01 sp019056805"	"other"
"DYL19 sp016841325"	"other"
"DYL19 sp016841725"	"other"
"DYL19 sp019008365"	"other"
"Dactylopiibacterium carminicum"	"other"
"Dactylopiibacterium sp002307175"	"other"
"Dactylopiibacterium sp002855595"	"other"
"Dactylopiibacterium sp018262235"	"other"
"Dactylosporangium aurantiacum"	"other"
"Dactylosporangium siamense"	"other"
"Dactylosporangium sucinum"	"other"
"Daejeonella lutea"	"other"
"Daejeonella oryzae"	"other"
"Daejeonella rubra"	"other"
"Daejeonella soli"	"other"
"Daejeonella sp002257025"	"other"
"Daejeonella sp014378705"	"other"
"Daejeonella sp016868395"	"other"
"Daejeonella sp017495225"	"other"
"Daejeonella sp903821625"	"other"
"Damh-18 sp016699245"	"other"
"Dasania marina"	"other"
"Deefgea chitinilytica"	"other"
"Deefgea rivuli"	"other"
"Deefgea sp013284055"	"other"
"Deferribacter autotrophicus"	"other"
"Deferribacter desulfuricans"	"other"
"Deferrimonas soudanensis"	"other"
"Deferrisoma camini"	"other"
"Deferrisoma sp013152215"	"other"
"Defluviicoccus A seviourii"	"other"
"Defluviicoccus vanus"	"other"
"Defluviitalea A raffinosedens"	"other"
"Defluviitalea A sp012519955"	"other"
"Defluviitalea A sp012521175"	"other"
"Defluviitalea phaphyphila"	"other"
"Defluviitoga tunisiensis"	"other"
"Dehalobacter restrictus"	"other"
"Dehalobacter sp004343605"	"other"
"Dehalobacterium formicoaceticum"	"other"
"Dehalococcoides mccartyi"	"other"
"Dehalococcoides mccartyi A"	"other"
"Dehalococcoides mccartyi B"	"other"
"Dehalogenimonas alkenigignens"	"other"
"Dehalogenimonas formicexedens"	"other"
"Dehalogenimonas lykanthroporepellens"	"other"
"Dehalogenimonas sp001005265"	"other"
"Dehalogenimonas sp002878295"	"other"
"Deianiraea vastatrix"	"other"
"Deinobacterium chartae"	"other"
"Deinococcus A peraridilitoris"	"other"
"Deinococcus A pimensis"	"other"
"Deinococcus A yavapaiensis"	"other"
"Deinococcus B maricopensis"	"other"
"Deinococcus C cellulosilyticus"	"other"
"Deinococcus C misasensis"	"other"
"Deinococcus C roseus"	"other"
"Deinococcus actinosclerus"	"other"
"Deinococcus aerius"	"other"
"Deinococcus aerolatus"	"other"
"Deinococcus aerophilus"	"other"
"Deinococcus alpinitundrae"	"other"
"Deinococcus apachensis"	"other"
"Deinococcus aquatilis"	"other"
"Deinococcus aquiradiocola"	"other"
"Deinococcus budaensis"	"other"
"Deinococcus deserti"	"other"
"Deinococcus detaillensis"	"other"
"Deinococcus ficus"	"other"
"Deinococcus fonticola"	"other"
"Deinococcus frigens"	"other"
"Deinococcus geothermalis"	"other"
"Deinococcus gobiensis"	"other"
"Deinococcus grandis"	"other"
"Deinococcus hopiensis"	"other"
"Deinococcus humi"	"other"
"Deinococcus indicus"	"other"
"Deinococcus irradiatisoli"	"other"
"Deinococcus koreensis"	"other"
"Deinococcus malanensis"	"other"
"Deinococcus marmoris"	"other"
"Deinococcus marmoris A"	"other"
"Deinococcus metalli"	"other"
"Deinococcus metallilatus"	"other"
"Deinococcus murrayi"	"other"
"Deinococcus phoenicis"	"other"
"Deinococcus piscis"	"other"
"Deinococcus planocerae"	"other"
"Deinococcus proteolyticus"	"other"
"Deinococcus puniceus"	"other"
"Deinococcus radiodurans"	"other"
"Deinococcus radiophilus"	"other"
"Deinococcus radiopugnans"	"other"
"Deinococcus radiotolerans"	"other"
"Deinococcus reticulitermitis"	"other"
"Deinococcus ruber"	"other"
"Deinococcus sedimenti"	"other"
"Deinococcus seoulensis"	"other"
"Deinococcus soli"	"other"
"Deinococcus sp000745175"	"other"
"Deinococcus sp001424185"	"other"
"Deinococcus sp002017875"	"other"
"Deinococcus sp002953415"	"other"
"Deinococcus sp003028415"	"other"
"Deinococcus sp003860465"	"other"
"Deinococcus sp004801315"	"other"
"Deinococcus sp004801415"	"other"
"Deinococcus sp009017495"	"other"
"Deinococcus sp009377345"	"other"
"Deinococcus sp009755355"	"other"
"Deinococcus sp013337115"	"other"
"Deinococcus sp018260275"	"other"
"Deinococcus sp018260375"	"other"
"Deinococcus sp018260405"	"other"
"Deinococcus sp018260555"	"other"
"Deinococcus sp018863415"	"other"
"Deinococcus wulumuqiensis"	"other"
"Dellaglioa algida"	"other"
"Delta-02 sp002067235"	"other"
"Delta-02 sp002067555"	"other"
"Delta-02 sp002305765"	"other"
"Delta-02 sp002408185"	"other"
"Delta-02 sp002412715"	"other"
"Delta-02 sp002418985"	"other"
"Delta-02 sp003506795"	"other"
"Delta-02 sp012719415"	"other"
"Delta-02 sp903872255"	"other"
"Demequina activiva"	"other"
"Demequina aestuarii"	"other"
"Demequina aurantiaca"	"other"
"Demequina flava"	"other"
"Demequina gelatinilytica"	"other"
"Demequina globuliformis"	"other"
"Demequina iriomotensis"	"other"
"Demequina lutea"	"other"
"Demequina lutea A"	"other"
"Demequina mangrovi"	"other"
"Demequina maris"	"other"
"Demequina oxidasica"	"other"
"Demequina pelophila"	"other"
"Demequina phytophila"	"other"
"Demequina rhizosphaerae"	"other"
"Demequina salsinemoris"	"other"
"Demequina sediminicola"	"other"
"Demequina silvatica"	"other"
"Demequina soli"	"other"
"Demequina sp002090055"	"other"
"Demequina sp002090075"	"other"
"Demequina sp002090095"	"other"
"Demequina sp002090115"	"other"
"Demequina sp002090135"	"other"
"Demequina sp002090155"	"other"
"Demequina sp002090175"	"other"
"Demequina sp002384765"	"other"
"Demequina sp002841315"	"other"
"Demequina sp016278775"	"other"
"Demequina subtropica"	"other"
"Demetria terragena"	"other"
"Deminuibacter soli"	"other"
"Dendronalium minutum"	"other"
"Dendronalium phyllosphericum"	"other"
"Dendrosporobacter quercicolus"	"other"
"Dendrosporobacter sp003990955"	"other"
"Denitratisoma oestradiolicum"	"other"
"Denitratisoma sp007833355"	"other"
"Denitrobacterium detoxificans"	"other"
"Denitrobacterium detoxificans A"	"other"
"Denitrobacterium sp905236045"	"other"
"Denitrobaculum tricleocarpae"	"other"
"Denitromonas halophilus"	"other"
"Denitromonas halophilus A"	"other"
"Denitromonas sp008501585"	"other"
"Denitromonas sp010983895"	"other"
"Denitromonas sp017309585"	"other"
"Denitromonas sp018524365"	"other"
"Denitrovibrio acetiphilus"	"other"
"Denitrovibrio sp002869145"	"other"
"Denitrovibrio sp002869185"	"other"
"Dermabacter hominis"	"other"
"Dermabacter massiliensis A"	"other"
"Dermabacter vaginalis"	"other"
"Dermacoccus abyssi"	"other"
"Dermacoccus nishinomiyaensis"	"other"
"Dermatophilus congolensis"	"other"
"Dermatophilus congolensis A"	"other"
"Derxia gummosa"	"other"
"Desemzia incerta"	"other"
"Desemzia sp016892605"	"other"
"Desertactinospora gelatinilytica"	"other"
"Desertactinospora sp003315795"	"other"
"Desertibacter sp017355985"	"other"
"Desertifilum sp001746915"	"other"
"Desertihabitans aurantiacus"	"other"
"Desertimonas flava"	"other"
"Desmospora activa"	"other"
"Desulfacinum hydrothermale"	"other"
"Desulfacinum infernum"	"other"
"Desulfacyla euxinica"	"other"
"Desulfaltia bathyphila"	"other"
"Desulfaltia sp013202725"	"other"
"Desulfamplus magnetovallimortis"	"other"
"Desulfamplus sp015231395"	"other"
"Desulfamplus sp015231615"	"other"
"Desulfamplus sp015231705"	"other"
"Desulfamplus sp015232455"	"other"
"Desulfamplus sp015232465"	"other"
"Desulfamplus sp015232555"	"other"
"Desulfamplus sp015232935"	"other"
"Desulfamplus sp015233755"	"other"
"Desulfarculus baarsii"	"other"
"Desulfatibacillum aliphaticivorans"	"other"
"Desulfatibacillum alkenivorans"	"other"
"Desulfatibacillum sp016342355"	"other"
"Desulfatibia A sp013203195"	"other"
"Desulfatibia A vada"	"other"
"Desulfatibia profunda"	"other"
"Desulfatifera sulfidica"	"other"
"Desulfatiglans anilini"	"other"
"Desulfatiglans sp900498135"	"other"
"Desulfatirhabdium butyrativorans"	"other"
"Desulfatitalea sp000961655"	"other"
"Desulfatitalea sp002402905"	"other"
"Desulfatitalea sp013041835"	"other"
"Desulfatitalea sp016218685"	"other"
"Desulfatitalea sp018224505"	"other"
"Desulfatitalea tepidiphila"	"other"
"Desulfitibacter alkalitolerans"	"other"
"Desulfitibacter sp001515945"	"other"
"Desulfitobacterium A metallireducens"	"other"
"Desulfitobacterium chlororespirans"	"other"
"Desulfitobacterium dehalogenans"	"other"
"Desulfitobacterium dichloroeliminans"	"other"
"Desulfitobacterium hafniense"	"other"
"Desulfitobacterium sp012799495"	"other"
"Desulfobacca acetoxidans"	"other"
"Desulfobacca sp016874895"	"other"
"Desulfobacillus denitrificans"	"other"
"Desulfobacillus sp002840845"	"other"
"Desulfobacillus sp003105015"	"other"
"Desulfobacillus sp008933825"	"other"
"Desulfobacillus sp011526165"	"other"
"Desulfobacillus sp016214145"	"other"
"Desulfobacillus sp016703785"	"other"
"Desulfobacillus sp016791205"	"other"
"Desulfobacillus sp016868295"	"other"
"Desulfobacillus sp016880375"	"other"
"Desulfobacillus sp018262775"	"other"
"Desulfobacillus sp018262875"	"other"
"Desulfobacillus sp905339315"	"other"
"Desulfobacter curvatus"	"other"
"Desulfobacter hydrogenophilus"	"other"
"Desulfobacter latus"	"other"
"Desulfobacter postgatei"	"other"
"Desulfobacter postgatei A"	"other"
"Desulfobacter postgatei B"	"other"
"Desulfobacter sp003538835"	"other"
"Desulfobacter vibrioformis"	"other"
"Desulfobacterium A vacuolatum"	"other"
"Desulfobacterium B autotrophicum"	"other"
"Desulfobacterium B sp016342325"	"other"
"Desulfobacula maris"	"other"
"Desulfobacula sp001799395"	"other"
"Desulfobacula sp003647385"	"other"
"Desulfobacula sp011390085"	"other"
"Desulfobacula sp011390435"	"other"
"Desulfobacula sp012031875"	"other"
"Desulfobacula sp013151635"	"other"
"Desulfobacula sp014237455"	"other"
"Desulfobacula sp018645325"	"other"
"Desulfobacula sp018812385"	"other"
"Desulfobacula sp018821535"	"other"
"Desulfobacula sp018821715"	"other"
"Desulfobacula sp019038815"	"other"
"Desulfobacula toluolica"	"other"
"Desulfobaculum xiamenense"	"other"
"Desulfobia pelagia"	"other"
"Desulfobotulus alkaliphilus"	"other"
"Desulfobotulus mexicanus"	"other"
"Desulfobulbus A japonicus"	"other"
"Desulfobulbus A marinus"	"other"
"Desulfobulbus A mediterraneus"	"other"
"Desulfobulbus A propionicus A"	"other"
"Desulfobulbus A propionicus B"	"other"
"Desulfobulbus A propionicus C"	"other"
"Desulfobulbus B propionicus A"	"other"
"Desulfobulbus C rimicarensis"	"other"
"Desulfobulbus C sp003978695"	"other"
"Desulfobulbus C sp015486315"	"other"
"Desulfobulbus elongatus"	"other"
"Desulfobulbus oligotrophicus"	"other"
"Desulfobulbus oralis"	"oral"
"Desulfobulbus propionicus"	"other"
"Desulfobulbus rhabdoformis"	"other"
"Desulfobulbus sp007121995"	"other"
"Desulfobulbus sp009778235"	"other"
"Desulfobulbus sp009778955"	"other"
"Desulfobulbus sp009780825"	"other"
"Desulfobulbus sp009782165"	"other"
"Desulfobulbus sp012729435"	"other"
"Desulfobulbus sp012744275"	"other"
"Desulfobulbus sp013201405"	"other"
"Desulfobulbus sp017998195"	"other"
"Desulfobulbus sp019163135"	"other"
"Desulfobulbus sp903842475"	"other"
"Desulfobulbus sp903896915"	"other"
"Desulfocapsa sp016765495"	"other"
"Desulfocapsa sp018817385"	"other"
"Desulfocapsa sp018820855"	"other"
"Desulfocapsa sulfexigens"	"other"
"Desulfocapsa sulfexigens A"	"other"
"Desulfocapsa sulfexigens B"	"other"
"Desulfocarbo indianensis"	"other"
"Desulfococcus multivorans"	"other"
"Desulfocucumis palustris"	"other"
"Desulfocucumis sp000961595"	"other"
"Desulfocurvibacter africanus"	"other"
"Desulfocurvus vexinensis"	"other"
"Desulfofalx alkaliphila"	"other"
"Desulfofarcimen A intricatum"	"other"
"Desulfofarcimen acetoxidans"	"other"
"Desulfofervidus auxilii"	"other"
"Desulfofundulus A thermobenzoicus"	"other"
"Desulfofundulus australicus"	"other"
"Desulfofundulus kuznetsovii"	"other"
"Desulfofundulus salinum"	"other"
"Desulfofundulus thermosubterraneus"	"other"
"Desulfofustis glycolicus"	"other"
"Desulfoglaeba alkanexedens"	"other"
"Desulfohalobium retbaense"	"other"
"Desulfohalotomaculum sp009711615"	"other"
"Desulfohalotomaculum sp017656165"	"other"
"Desulfohalotomaculum tongense"	"other"
"Desulfohalovibrio alkalitolerans"	"other"
"Desulfohalovibrio reitneri"	"other"
"Desulfohalovibrio sp000422205"	"other"
"Desulfolinea nitratireducens"	"other"
"Desulfolinea sp013152325"	"other"
"Desulfolinea sp016744335"	"other"
"Desulfolinea sp018645405"	"other"
"Desulfolinea sp018648605"	"other"
"Desulfolinea sp018648655"	"other"
"Desulfolinea sp018648685"	"other"
"Desulfoluna butyratoxydans"	"other"
"Desulfoluna sp013619155"	"other"
"Desulfoluna spongiiphila"	"other"
"Desulfolutivibrio sulfodismutans"	"other"
"Desulfolutivibrio sulfoxidireducens"	"other"
"Desulfomicrobium apsheronum"	"other"
"Desulfomicrobium baculatum"	"other"
"Desulfomicrobium escambiense"	"other"
"Desulfomicrobium macestii"	"other"
"Desulfomicrobium orale"	"oral"
"Desulfomicrobium sp002412965"	"other"
"Desulfomicrobium sp002841885"	"other"
"Desulfomicrobium sp003542385"	"other"
"Desulfomicrobium sp009930495"	"other"
"Desulfomicrobium sp012727515"	"other"
"Desulfomicrobium sp012727715"	"other"
"Desulfomicrobium sp012729655"	"other"
"Desulfomicrobium sp018902545"	"other"
"Desulfomonile tiedjei"	"other"
"Desulfomonile tiedjei A"	"other"
"Desulfonatronospira sp003551155"	"other"
"Desulfonatronospira sp003553695"	"other"
"Desulfonatronospira sp003554505"	"other"
"Desulfonatronospira sp003563255"	"other"
"Desulfonatronospira sp007125075"	"other"
"Desulfonatronospira sp007127015"	"other"
"Desulfonatronospira thiodismutans"	"other"
"Desulfonatronovibrio hydrogenovorans"	"other"
"Desulfonatronovibrio magnus"	"other"
"Desulfonatronovibrio sp003557865"	"other"
"Desulfonatronovibrio sp003558575"	"other"
"Desulfonatronovibrio sp003566455"	"other"
"Desulfonatronovibrio sp007121655"	"other"
"Desulfonatronum lacustre"	"other"
"Desulfonatronum sp002299865"	"other"
"Desulfonatronum sp003046795"	"other"
"Desulfonatronum sp007127655"	"other"
"Desulfonatronum sp007693505"	"other"
"Desulfonatronum thioautotrophicum"	"other"
"Desulfonatronum thiodismutans"	"other"
"Desulfonatronum thiosulfatophilum"	"other"
"Desulfonauticus sp001507915"	"other"
"Desulfonauticus submarinus"	"other"
"Desulfonema B ishimotonii"	"other"
"Desulfonema C magnum"	"other"
"Desulfonema limicola"	"other"
"Desulfonispora thiosulfatigenes"	"other"
"Desulfopertinax cowenii"	"other"
"Desulfopertinax sp002375985"	"other"
"Desulfopila A inferna"	"other"
"Desulfopila aestuarii"	"other"
"Desulfopila sp005116655"	"other"
"Desulfopila sp005116675"	"other"
"Desulfopila sp010646885"	"other"
"Desulfoplanes formicivorans"	"other"
"Desulfoprunum benzoelyticum"	"other"
"Desulfoprunum sp000769715"	"other"
"Desulfoprunum sp008933635"	"other"
"Desulforegula conservatrix"	"other"
"Desulforhabdus sp007244385"	"other"
"Desulforhopalus singaporensis"	"other"
"Desulforhopalus sp000961725"	"other"
"Desulforhopalus sp001750925"	"other"
"Desulforhopalus sp001799365"	"other"
"Desulforhopalus sp002352445"	"other"
"Desulforhopalus sp002733995"	"other"
"Desulforhopalus sp002747825"	"other"
"Desulforhopalus sp005116575"	"other"
"Desulforhopalus sp005116645"	"other"
"Desulforhopalus sp011390165"	"other"
"Desulforhopalus sp011391225"	"other"
"Desulforhopalus sp013139415"	"other"
"Desulforhopalus sp018821785"	"other"
"Desulforhopalus sp903875445"	"other"
"Desulforhopalus vacuolatus"	"other"
